IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
2606:4700:8def:e1f8:3796:d19:c2a9:983a,229,252,238,50
2606:4700:8de8:f5b2:3aab:f9c4:505e:8ef2,220,262,239,50
2606:4700:9add:60d:e03a:ac2c:7dc7:3c6f,227,265,240,50
2606:4700:3038:162d:1653:6638:cf6:e9c9,212,244,223,60
2a06:98c1:52:3fef:bd79:ba22:3c51:773c,219,232,226,60
2606:4700:440c:5ecd:c2d2:de6d:f216:2ae1,217,238,226,60
2606:4700:3015:7789:5474:148c:c962:b41,211,237,227,60
2606:4700:9ade:d916:c6f6:2f6a:5a68:974b,212,240,229,60
2606:4700:9adf:4154:2871:d7bf:40e0:c00f,214,240,229,60
2606:4700:964d:4eac:52ff:b8a0:b345:aa1c,221,237,231,60
2606:4700:85d7:9467:3e31:fea4:3b67:632e,225,237,231,60
2606:4700:440e:146:7d7e:5736:e177:c369,219,245,231,60
2606:4700:9c6d:456d:8b82:ea92:b97:a6bc,222,246,234,60
2606:4700:8dee:3813:3b09:4791:132:b9e2,219,249,236,60
2606:4700:964f:186:b9d9:1180:7d38:374e,226,241,236,60
2606:4700:839d:e3aa:4e69:fd93:d1ac:389,230,256,238,60
2606:4700:83be:5b92:3d43:1610:f36a:e2b9,232,249,240,60
2606:4700:311f:480:c032:cf6:d543:27b5,215,270,240,60
2606:4700:90cd:c121:10d5:b060:a6da:aa6a,223,279,244,60
2606:4700:25:dbb7:980a:2429:1c78:cb81,162,198,176,70
2606:4700:5c:5d3:c046:fa8f:eabe:14a7,215,224,220,70
2606:4700:3115:d762:b2c2:48cd:5055:9186,222,223,222,70
2606:4700:58:d5b1:83c6:77d3:7ebe:d815,213,230,223,70
2606:4700:16:32ad:d52f:47b6:f0f7:a6e3,209,236,223,70
2606:4700:59:1c0e:4a4e:fffb:6954:ef3a,211,240,224,70
2606:4700:3007:1b97:dab2:259b:2a61:abf8,207,243,224,70
2606:4700:976c:9663:ceb5:3578:ab39:493f,224,227,225,70
2606:4700:19:2836:64c5:afb5:53cc:f7ae,215,243,225,70
2606:4700:14:e373:b0dd:f6a9:6858:ca43,219,238,226,70
2606:4700:99ec:6d9c:ead6:6a60:47a7:9893,211,239,226,70
2606:4700:52:2ce8:d972:5c18:376f:100f,221,239,228,70
2606:4700:99ee:ce10:7756:2a7e:e4a:f235,214,240,229,70
2606:4700:3113:e22d:a262:8b8:c5dc:de95,222,241,229,70
2606:4700:9aef:6:d318:2435:2833:62e7,220,240,229,70
2606:4700:8de9:60f1:b374:6ea9:5b87:7a7c,226,239,230,70
2606:4700:83bc:77fd:3f45:e305:c9c8:6803,217,243,231,70
2606:4700:9a9e:6669:84c8:352e:df0e:af25,228,235,231,70
2606:4700:3008:1a15:f0fc:a5e1:869:507a,227,241,233,70
2606:4700:3111:d720:f62a:341a:59b5:3755,221,248,234,70
2606:4700:3110:891:af5e:f0ea:3b42:1203,225,252,236,70
2606:4700:8dd4:4c3e:b42d:402c:ea2b:b61f,229,243,237,70
2606:4700:83bd:d613:5a87:b680:5d24:57a3,231,249,242,70
2606:4700:85dc:4353:d400:c673:5f42:be95,227,263,243,70
2606:4700:9b0e:247c:63e0:e412:7451:6d07,238,249,243,70
2606:4700:2b:1524:73c0:f49:10fc:7a62,168,174,171,80
2606:4700:24:2e5d:c45a:d730:5d63:bcb7,172,178,175,80
2606:4700:2e:325d:b111:bf24:d641:a045,169,183,176,80
2606:4700:28:1dbd:d653:7010:8f04:a6f7,177,185,181,80
2606:4700:20:1baa:e1ca:b844:bc30:1399,175,195,185,80
2606:4700:23:afc9:6650:b298:dd08:3e7c,178,197,187,80
2606:4700:3011:55c1:844c:209c:2689:e998,206,227,216,80
2606:4700:90dc:522c:611a:468b:33cd:7efc,215,221,218,80
2606:4700:0:eb24:7842:8727:3272:8d78,214,224,219,80
2606:4700:54:afb1:c93f:b3fa:5d85:3fcd,222,224,223,80
2606:4700:4700:5233:f4d2:9f9b:a48d:eb2,223,225,224,80
2606:4700:8deb:a32e:5eef:7d6f:fd91:5c83,215,234,225,80
2606:4700:50:ae7c:ec3c:dd59:2a01:7ab7,221,232,226,80
2606:4700:8d74:df6f:f5c9:7f58:9363:912f,222,231,227,80
2606:4700:5:6a32:a5fb:cdc4:29c2:4a44,220,239,229,80
2606:4700:133:af8c:d770:d9bc:ed61:db6,229,230,230,80
2606:4700:135:92fd:25ff:cb7f:d0a5:43b0,215,246,230,80
2606:4700:3013:188c:b997:b457:39b1:89e0,228,234,231,80
2606:4700:99ed:f1f:12c1:81fc:9136:aa7c,229,250,239,80
2606:4700:101:3c7f:d50:b08:5fc8:eae,234,256,245,80
2606:4700:8ded:33c0:a54a:a4c2:733e:fce7,238,252,245,80
2606:4700:2c:e093:e29e:4acf:9150:627f,157,157,157,90
2606:4700:27:8e0a:985d:3171:a257:edd2,170,170,170,90
2606:4700:26:54ce:316c:cbd4:6f78:76cf,176,176,176,90
2606:4700:2d:f762:d9d8:147b:4baf:2b1f,177,177,177,90
2606:4700:22:9a35:b39b:148a:c72e:cd8f,180,180,180,90
2606:4700:29:35b7:fc6a:9998:302:9445,181,181,181,90
2606:4700:13:ac07:359d:ed2a:95c:c09f,212,212,212,90
2606:4700:130:905c:fda4:2fd7:1654:9d98,212,212,212,90
2606:4700:3001:a0a7:941f:6297:fc91:46db,212,212,212,90
2606:4700:3010:da68:cc69:8265:93b4:74a2,218,218,218,90
2606:4700:15:1f61:4eaf:32aa:a4ca:5ab7,220,220,220,90
2606:4700:300a:b4a6:846f:889:32b1:d9a9,221,221,221,90
2606:4700:2:f63d:8af3:aa59:5b3a:3478,222,222,222,90
2606:4700:3118:2ae0:66fb:8f15:b8c5:613d,222,222,222,90
2606:4700:13f:7dd4:58ec:17e3:869b:297b,222,222,222,90
2606:4700:18:3f83:b23c:382f:2c11:8bb4,222,222,222,90
2606:4700:13c:ba1a:274a:6d7f:9ca9:dd13,222,222,222,90
2606:4700:3012:aadf:f280:d931:bf9e:c1a6,222,222,222,90
2606:4700:90cf:c2d7:3c32:f17c:390e:75d8,223,223,223,90
2606:4700:139:8622:fb4a:427b:e1d:ccc6,223,223,223,90
2606:4700:1f:2ebe:a783:5148:f5c4:d164,224,224,224,90
2606:4700:10:4f6:f874:a406:2709:f495,224,224,224,90
2606:4700:13a:cac1:2ba:69ff:a391:9717,224,224,224,90
2606:4700:3016:5c3a:e98b:553e:4de8:812c,226,226,226,90
2606:4700:13d:3de9:a644:87a8:3311:381c,226,226,226,90
2606:4700:3005:f64c:bf39:9d24:668c:9f4d,226,226,226,90
2606:4700:13b:a7a4:45f5:1472:2f2e:a81,227,227,227,90
2606:4700:137:95f4:6905:7a5c:e127:16df,228,228,228,90
2606:4700:5b:8d0a:fd9d:40be:4283:fc36,229,229,229,90
2606:4700:17:3c19:9283:a89d:6c30:779,230,230,230,90
2606:4700:1d:ba96:36:4af1:75e4:a48b,231,231,231,90
2606:4700:5a:2f72:8211:3d7f:d9a0:ad4e,232,232,232,90
2606:4700:132:6c3:14e5:5713:a07e:3eae,237,237,237,90
2606:4700:1e:1638:3866:c830:dc4c:3cb0,238,238,238,90
2606:4700:8dea:1e73:4c92:7ce6:cfd3:42,248,248,248,90
2606:4700:1a:ddcf:fa31:882f:6c08:58ac,267,267,267,90
